ride_type,distance_km,time_of_day,day_type,demand_level,traffic_condition,weather_condition,pickup_zone,base_fare,surge_multiplier,final_fare,ride_timestamp
Bike,21.09,Afternoon,Weekday,Medium,Moderate,Clear,Commercial,146.54,1.0,140.15,2025-12-06 08:43:41.620195
Taxi,38.13,Night,Weekday,High,Moderate,Rainy,Residential,507.56,1.43,710.51,2025-09-18 12:38:41.620365
Taxi,10.49,Night,Weekend,High,Light,Cloudy,Airport,175.88,1.5,252.9,2025-12-07 18:02:41.620578
Bike,48.64,Early Morning,Weekend,Medium,Heavy,Cloudy,IT Park,311.84,1.15,349.51,2025-10-23 20:21:41.620750
Bike,13.69,Night,Weekday,Low,Moderate,Clear,Airport,102.14,1.25,129.65,2025-09-12 12:45:41.620920
Bike,33.7,Morning,Weekday,Medium,Heavy,Clear,Commercial,222.2,1.1,255.15,2025-08-28 01:29:41.621087
Taxi,9.76,Afternoon,Weekday,Medium,Moderate,Cloudy,Airport,167.12,1.1,180.06,2025-12-28 16:21:41.621253
Taxi,12.4,Afternoon,Weekday,Low,Moderate,Clear,Residential,198.8,1.0,207.99,2025-10-29 14:12:41.621432
Taxi,46.47,Afternoon,Weekday,High,Light,Cloudy,Residential,607.64,1.2,722.26,2025-09-11 16:57:41.621633
Bike,16.24,Evening,Weekend,Medium,Light,Clear,Airport,117.44,1.25,145.01,2025-09-16 08:55:41.621807
Taxi,14.42,Morning,Weekday,High,Moderate,Clear,Airport,223.04,1.3,300.41,2025-12-04 02:44:41.621977
Taxi,13.16,Early Morning,Weekend,Medium,Light,Clear,IT Park,207.92,1.05,222.35,2026-02-01 22:22:41.622187
Bike,48.27,Evening,Weekday,Medium,Light,Cloudy,Airport,309.62,1.2,361.23,2025-09-30 04:07:41.622356
Taxi,12.59,Evening,Weekend,Medium,Moderate,Clear,Commercial,201.08,1.15,224.64,2025-11-20 11:26:41.622529
Bike,19.74,Morning,Weekend,High,Moderate,Clear,Metro Station,138.44,1.25,166.14,2025-11-26 22:02:41.622735
Bike,21.35,Night,Weekday,Medium,Moderate,Rainy,Metro Station,148.1,1.23,181.22,2025-09-18 16:23:41.622907
Bike,41.45,Early Morning,Weekday,Medium,Moderate,Clear,IT Park,268.7,1.0,280.09,2025-10-11 21:52:41.623075
Taxi,25.16,Afternoon,Weekday,Low,Light,Cloudy,Metro Station,351.92,1.0,347.8,2025-10-04 17:31:41.623268
Taxi,7.44,Morning,Weekday,High,Heavy,Rainy,IT Park,139.28,1.38,192.36,2026-01-27 02:02:41.623444
Bike,47.55,Night,Weekday,Medium,Moderate,Cloudy,IT Park,305.3,1.15,352.21,2025-09-24 20:40:41.623616
Bike,5.56,Evening,Weekday,High,Heavy,Storm,Residential,53.36,1.55,83.06,2026-01-24 12:57:41.623819
Bike,33.72,Afternoon,Weekday,Medium,Light,Clear,Commercial,222.32,1.0,227.62,2025-11-23 03:20:41.623993
Taxi,17.18,Early Morning,Weekday,Medium,Moderate,Cloudy,Airport,256.16,1.1,291.73,2025-12-26 05:26:41.624160
Bike,34.49,Afternoon,Weekday,Low,Heavy,Clear,Commercial,226.94,1.1,250.81,2025-11-28 01:54:41.624333
Bike,42.16,Afternoon,Weekday,Medium,Heavy,Storm,Commercial,272.96,1.25,341.14,2025-11-05 10:13:41.624499
Bike,8.87,Morning,Weekday,Low,Moderate,Clear,Airport,73.22,1.1,79.75,2025-10-03 13:36:41.624668
Bike,38.1,Night,Weekday,Low,Light,Cloudy,IT Park,248.6,1.15,280.02,2025-08-11 07:29:41.624863
Bike,4.49,Morning,Weekday,Low,Light,Clear,Commercial,46.94,1.0,45.45,2025-10-14 05:25:41.625032
Bike,13.15,Early Morning,Weekend,High,Moderate,Rainy,IT Park,98.9,1.33,135.91,2025-11-05 01:44:41.625199
Taxi,15.32,Night,Weekday,Very High,Moderate,Rainy,Commercial,233.84,1.58,385.11,2025-08-08 15:24:41.625370
Taxi,25.36,Morning,Weekend,Medium,Moderate,Cloudy,Airport,354.32,1.15,405.28,2025-11-10 13:00:41.625542
Taxi,38.52,Night,Weekday,Very High,Light,Rainy,Metro Station,512.24,1.58,814.15,2025-11-14 05:01:41.625715
Taxi,30.18,Afternoon,Weekday,High,Light,Storm,Airport,412.16,1.45,616.45,2025-08-18 19:41:41.625900
Taxi,18.88,Afternoon,Weekend,Medium,Light,Rainy,Commercial,276.56,1.13,314.79,2025-09-21 18:01:41.626095
Taxi,27.78,Evening,Weekend,Medium,Light,Clear,Residential,383.36,1.15,447.41,2025-10-24 06:22:41.626273
Taxi,40.81,Afternoon,Weekday,Low,Moderate,Rainy,Commercial,539.72,1.08,611.85,2026-01-03 22:24:41.626441
Taxi,23.68,Early Morning,Weekday,Low,Light,Clear,Commercial,334.16,1.0,321.17,2026-01-26 07:09:41.626606
Bike,22.47,Afternoon,Weekday,Low,Light,Rainy,Residential,154.82,1.08,166.17,2025-11-28 02:34:41.626772
Bike,2.46,Night,Weekday,High,Moderate,Rainy,Airport,34.76,1.53,50.7,2025-11-10 18:26:41.626943
Taxi,20.03,Morning,Weekend,High,Light,Clear,Commercial,290.36,1.25,356.89,2025-08-27 04:45:41.627150
Bike,35.01,Afternoon,Weekend,Medium,Moderate,Clear,IT Park,230.06,1.05,233.5,2025-12-22 09:39:41.627327
Taxi,15.43,Afternoon,Weekend,Medium,Light,Clear,IT Park,235.16,1.05,251.65,2025-12-13 04:24:41.627497
Taxi,6.26,Early Morning,Weekday,Medium,Moderate,Clear,IT Park,125.12,1.0,123.69,2025-11-25 13:10:41.627664
Taxi,10.7,Night,Weekday,Very High,Moderate,Clear,Residential,178.4,1.5,273.64,2026-01-31 16:13:41.627831
Taxi,30.97,Early Morning,Weekend,Medium,Light,Storm,Residential,421.64,1.2,516.49,2025-09-01 02:24:41.628001
Bike,13.27,Morning,Weekday,Medium,Light,Cloudy,Metro Station,99.62,1.0,98.07,2025-08-22 22:11:41.628210
Bike,39.54,Evening,Weekday,Very High,Moderate,Clear,Airport,257.24,1.55,386.64,2025-10-05 17:28:41.628413
Taxi,18.61,Evening,Weekday,Medium,Moderate,Clear,IT Park,273.32,1.1,301.63,2025-10-25 08:05:41.628580
Taxi,27.95,Night,Weekday,High,Moderate,Cloudy,Commercial,385.4,1.35,521.69,2025-09-04 15:10:41.628754
Taxi,23.17,Early Morning,Weekday,Medium,Moderate,Clear,Residential,328.04,1.0,329.12,2025-08-29 14:26:41.628928
Taxi,20.57,Evening,Weekday,High,Moderate,Clear,Residential,296.84,1.3,386.7,2026-01-28 16:46:41.629100
Taxi,43.22,Night,Weekday,Low,Light,Storm,Commercial,568.64,1.3,764.02,2025-09-07 14:12:41.629299
Taxi,27.48,Early Morning,Weekend,High,Moderate,Clear,Metro Station,379.76,1.25,480.76,2025-12-08 12:54:41.629469
Bike,31.48,Evening,Weekday,Medium,Moderate,Clear,Metro Station,208.88,1.1,235.09,2025-11-14 02:38:41.629639
Bike,27.95,Evening,Weekday,Very High,Heavy,Rainy,IT Park,187.7,1.63,308.75,2026-01-09 16:23:41.629807
Taxi,25.56,Night,Weekday,Low,Heavy,Clear,IT Park,356.72,1.25,449.3,2026-01-08 21:11:41.629983
Bike,17.62,Afternoon,Weekday,High,Moderate,Clear,Residential,125.72,1.2,150.72,2025-11-28 00:08:41.630171
Taxi,27.26,Afternoon,Weekday,Medium,Moderate,Clear,Airport,377.12,1.1,404.79,2025-12-26 09:39:41.630378
Taxi,41.77,Evening,Weekend,Very High,Light,Cloudy,Metro Station,551.24,1.5,860.93,2025-11-23 04:22:41.630548
Taxi,26.9,Afternoon,Weekend,Medium,Moderate,Cloudy,Commercial,372.8,1.05,395.94,2025-10-18 21:08:41.630720
Bike,27.46,Early Morning,Weekend,Medium,Heavy,Clear,Residential,184.76,1.15,214.27,2025-12-31 20:09:41.630886
Bike,4.96,Morning,Weekend,Very High,Heavy,Clear,Airport,49.76,1.6,76.47,2026-01-08 19:18:41.631052
Bike,39.91,Afternoon,Weekday,High,Moderate,Storm,Metro Station,259.46,1.35,363.86,2025-10-23 19:10:41.631220
Taxi,31.96,Night,Weekend,Medium,Light,Clear,Metro Station,433.52,1.2,506.15,2025-11-03 19:48:41.631422
Bike,25.66,Night,Weekday,High,Light,Cloudy,Residential,173.96,1.35,230.54,2025-09-05 06:23:41.631592
Taxi,26.91,Evening,Weekend,Medium,Light,Clear,Metro Station,372.92,1.15,425.03,2025-12-05 23:12:41.631759
Bike,15.55,Evening,Weekend,Medium,Light,Cloudy,Airport,113.3,1.25,135.58,2025-11-21 08:08:41.631926
Taxi,7.1,Evening,Weekday,High,Heavy,Rainy,Metro Station,135.2,1.48,201.73,2025-08-17 08:22:41.632093
Taxi,4.45,Evening,Weekday,Low,Light,Clear,Metro Station,103.4,1.1,114.72,2025-09-18 10:06:41.632261
Taxi,38.15,Evening,Weekday,High,Light,Clear,Residential,507.8,1.3,652.93,2025-10-08 09:07:41.632449
Bike,1.69,Early Morning,Weekday,Low,Light,Clear,Residential,30.14,1.0,28.92,2025-12-13 09:14:41.632627
Taxi,47.48,Morning,Weekday,Medium,Moderate,Clear,Metro Station,619.76,1.0,634.64,2026-01-01 13:40:41.632797
Bike,30.0,Early Morning,Weekday,High,Light,Clear,Residential,200.0,1.2,250.74,2025-08-22 02:13:41.632963
Taxi,21.98,Afternoon,Weekend,High,Heavy,Cloudy,Commercial,313.76,1.35,425.97,2025-08-20 12:12:41.633132
Bike,44.39,Early Morning,Weekday,Medium,Light,Cloudy,Airport,286.34,1.1,308.51,2025-11-28 03:11:41.633297
Bike,2.54,Night,Weekday,Low,Moderate,Clear,Airport,35.24,1.25,43.31,2025-10-12 18:09:41.633467
Bike,35.1,Morning,Weekday,Medium,Moderate,Clear,Commercial,230.6,1.0,239.51,2025-08-22 12:07:41.633665
Taxi,13.3,Night,Weekday,High,Moderate,Storm,Airport,209.6,1.6,322.54,2025-09-23 12:12:41.633844
Taxi,3.98,Morning,Weekday,High,Heavy,Clear,IT Park,97.76,1.3,132.95,2025-10-17 15:20:41.634027
Taxi,11.82,Night,Weekday,Medium,Light,Storm,Airport,191.84,1.4,261.77,2025-08-10 21:38:41.634199
Bike,44.28,Morning,Weekend,Very High,Heavy,Clear,Airport,285.68,1.6,442.11,2025-08-27 02:41:41.634365
Taxi,23.94,Night,Weekday,High,Heavy,Cloudy,Metro Station,337.28,1.45,505.79,2025-09-29 02:34:41.634533
Taxi,26.66,Night,Weekday,High,Light,Storm,IT Park,369.92,1.5,541.24,2025-11-14 11:50:41.634737
Taxi,29.42,Afternoon,Weekday,Medium,Moderate,Clear,IT Park,403.04,1.0,388.02,2025-12-30 13:56:41.634907
Taxi,28.7,Evening,Weekend,Low,Heavy,Clear,IT Park,394.4,1.25,499.52,2025-10-22 14:49:41.635081
Bike,37.84,Night,Weekday,Very High,Light,Rainy,Residential,247.04,1.58,382.72,2026-02-02 11:12:41.635253
Taxi,49.02,Morning,Weekday,Low,Heavy,Cloudy,IT Park,638.24,1.1,720.31,2025-08-22 09:14:41.635419
Bike,46.47,Afternoon,Weekend,Medium,Moderate,Cloudy,Airport,298.82,1.15,357.46,2025-08-16 17:58:41.635592
Taxi,40.26,Night,Weekday,High,Moderate,Clear,IT Park,533.12,1.35,732.82,2025-08-22 06:21:41.635792
Taxi,17.07,Evening,Weekday,Low,Moderate,Clear,Commercial,254.84,1.1,279.02,2025-10-04 03:12:41.635964
Taxi,14.41,Evening,Weekday,Medium,Light,Clear,Metro Station,222.92,1.1,243.12,2026-01-02 08:14:41.636130
Taxi,3.7,Afternoon,Weekday,Medium,Moderate,Clear,Commercial,94.4,1.0,96.85,2025-12-11 21:29:41.636297
Taxi,25.98,Evening,Weekday,Medium,Moderate,Clear,Commercial,361.76,1.1,401.53,2026-01-05 13:21:41.636467
Bike,47.9,Morning,Weekend,Medium,Moderate,Clear,Metro Station,307.4,1.05,320.1,2025-09-19 19:59:41.636645
Taxi,49.01,Night,Weekday,High,Light,Storm,Metro Station,638.12,1.5,964.07,2025-12-04 23:23:41.636843
Bike,4.03,Early Morning,Weekday,Low,Heavy,Clear,Commercial,44.18,1.1,46.61,2026-01-19 14:25:41.637014
Taxi,21.91,Evening,Weekend,High,Light,Clear,Residential,312.92,1.35,423.05,2025-11-24 10:42:41.637183
Taxi,20.89,Evening,Weekday,High,Moderate,Rainy,Metro Station,300.68,1.38,434.42,2026-01-19 20:43:41.637350
Bike,16.96,Morning,Weekend,Very High,Moderate,Cloudy,Metro Station,121.76,1.4,173.11,2025-10-26 00:18:41.637527
Taxi,36.52,Night,Weekday,Low,Light,Clear,Metro Station,488.24,1.15,539.94,2026-01-17 09:40:41.637693
Taxi,47.19,Early Morning,Weekday,Medium,Moderate,Clear,Metro Station,616.28,1.0,641.12,2025-12-21 02:50:41.637872
Taxi,16.81,Morning,Weekday,Medium,Light,Cloudy,Residential,251.72,1.0,249.22,2026-01-27 09:09:41.638077
Taxi,36.41,Early Morning,Weekend,High,Heavy,Clear,IT Park,486.92,1.35,656.96,2025-08-20 16:25:41.638247
Bike,24.81,Morning,Weekday,Medium,Moderate,Clear,Residential,168.86,1.0,165.48,2025-09-14 05:05:41.638422
Taxi,14.2,Afternoon,Weekday,Low,Moderate,Clear,Commercial,220.4,1.0,216.34,2025-10-11 20:12:41.638589
Bike,1.25,Night,Weekday,Very High,Moderate,Rainy,Residential,27.5,1.58,41.93,2025-10-18 08:30:41.638755
Bike,3.68,Morning,Weekday,Low,Heavy,Clear,Airport,42.08,1.2,48.32,2025-12-26 06:44:41.638925
Taxi,15.72,Afternoon,Weekday,Medium,Light,Clear,Residential,238.64,1.0,228.61,2025-12-19 13:53:41.639121
Bike,6.07,Evening,Weekday,Low,Heavy,Clear,Airport,56.42,1.3,72.22,2026-01-21 15:53:41.639290
Taxi,5.69,Night,Weekend,Low,Heavy,Clear,Residential,118.28,1.3,158.55,2025-08-16 19:03:41.639471
Bike,22.76,Night,Weekend,Low,Light,Clear,Residential,156.56,1.2,190.58,2025-10-27 12:56:41.639640
Taxi,45.87,Afternoon,Weekend,Low,Moderate,Cloudy,IT Park,600.44,1.05,605.82,2026-01-03 18:29:41.639806
Bike,7.15,Afternoon,Weekend,Medium,Light,Clear,Airport,62.9,1.15,69.88,2025-08-29 05:29:41.639971
Taxi,9.18,Afternoon,Weekend,High,Moderate,Clear,Commercial,160.16,1.25,202.69,2025-09-26 08:51:41.640183
Taxi,13.98,Morning,Weekday,Low,Light,Clear,Commercial,217.76,1.0,222.91,2025-11-16 20:11:41.640362
Bike,2.17,Morning,Weekday,Low,Heavy,Clear,Airport,33.02,1.2,39.96,2026-01-15 13:27:41.640531
Bike,30.8,Evening,Weekend,High,Light,Cloudy,Residential,204.8,1.35,279.04,2025-09-30 01:37:41.640704
Taxi,20.27,Evening,Weekend,Very High,Moderate,Clear,Residential,293.24,1.5,449.9,2026-01-08 19:38:41.640875
Taxi,23.55,Night,Weekend,Medium,Moderate,Rainy,Residential,332.6,1.28,428.46,2025-09-10 11:04:41.641040
Bike,32.71,Early Morning,Weekend,Medium,Light,Clear,Airport,216.26,1.15,247.57,2025-09-26 15:03:41.641246
Bike,16.43,Night,Weekend,Medium,Moderate,Cloudy,Residential,118.58,1.2,145.82,2025-12-06 06:03:41.641423
Bike,32.13,Night,Weekday,High,Heavy,Rainy,IT Park,212.78,1.53,311.84,2026-01-01 23:27:41.641596
Bike,30.96,Evening,Weekday,Very High,Heavy,Rainy,Commercial,205.76,1.63,343.12,2025-10-07 16:40:41.641766
Bike,41.19,Morning,Weekday,High,Light,Cloudy,Metro Station,267.14,1.2,307.19,2025-11-17 08:09:41.641935
Bike,9.88,Early Morning,Weekday,Low,Moderate,Clear,Metro Station,79.28,1.0,79.72,2026-01-25 00:06:41.642115
Taxi,44.98,Early Morning,Weekday,High,Moderate,Clear,Airport,589.76,1.3,804.21,2026-02-03 14:30:41.642324
Taxi,39.17,Evening,Weekday,High,Light,Cloudy,Airport,520.04,1.4,707.39,2025-12-30 22:16:41.642496
Bike,33.8,Morning,Weekday,Low,Moderate,Cloudy,Residential,222.8,1.0,218.37,2025-09-30 00:21:41.642663
Bike,20.68,Morning,Weekend,Medium,Light,Clear,Residential,144.08,1.05,156.84,2025-10-04 17:04:41.642829
Taxi,26.08,Evening,Weekday,Very High,Heavy,Clear,IT Park,362.96,1.55,546.46,2026-01-23 13:51:41.643000
Taxi,46.05,Early Morning,Weekday,Medium,Heavy,Cloudy,Commercial,602.6,1.1,648.89,2026-01-23 06:06:41.643173
Bike,3.64,Morning,Weekday,High,Heavy,Clear,Airport,41.84,1.4,56.89,2025-10-28 02:19:41.643378
Taxi,10.78,Evening,Weekday,High,Moderate,Storm,Metro Station,179.36,1.45,253.93,2025-08-30 06:49:41.643548
Taxi,19.27,Evening,Weekend,Low,Moderate,Cloudy,Commercial,281.24,1.15,331.4,2025-09-30 07:17:41.643714
Taxi,1.62,Evening,Weekday,Very High,Moderate,Clear,IT Park,69.44,1.45,98.91,2025-12-27 21:20:41.643884
Taxi,40.47,Afternoon,Weekend,High,Moderate,Clear,Metro Station,535.64,1.25,643.9,2025-10-11 22:42:41.644066
Taxi,26.76,Early Morning,Weekday,High,Heavy,Clear,Metro Station,371.12,1.3,479.33,2025-08-14 07:21:41.644236
Taxi,27.14,Afternoon,Weekday,Low,Moderate,Cloudy,Airport,375.68,1.1,406.25,2025-11-10 07:40:41.644414
Taxi,18.05,Early Morning,Weekend,Very High,Light,Rainy,Metro Station,266.6,1.48,412.91,2025-12-21 06:30:41.644602
Bike,22.19,Evening,Weekend,Very High,Light,Clear,Airport,153.14,1.6,238.91,2025-11-23 08:38:41.644769
Taxi,22.77,Evening,Weekday,High,Light,Cloudy,Commercial,323.24,1.3,426.16,2025-11-18 01:18:41.644937
Bike,36.69,Afternoon,Weekend,Medium,Light,Cloudy,Airport,240.14,1.15,262.99,2025-08-19 17:21:41.645111
Bike,24.7,Night,Weekday,High,Moderate,Rainy,Metro Station,168.2,1.43,229.46,2025-08-10 07:15:41.645286
Taxi,13.7,Evening,Weekend,Medium,Light,Clear,Residential,214.4,1.15,249.79,2025-10-23 19:02:41.645451
Bike,47.81,Night,Weekday,High,Heavy,Clear,Commercial,306.86,1.45,465.7,2025-08-28 07:24:41.645650
Taxi,5.74,Morning,Weekday,Medium,Heavy,Clear,IT Park,118.88,1.1,134.91,2025-09-06 13:41:41.645828
Bike,44.98,Night,Weekend,Medium,Heavy,Storm,Commercial,289.88,1.45,426.57,2026-01-06 20:49:41.646005
Taxi,40.65,Afternoon,Weekend,Low,Moderate,Cloudy,Commercial,537.8,1.05,566.84,2025-09-02 00:36:41.646188
Bike,37.03,Night,Weekday,Medium,Heavy,Rainy,Residential,242.18,1.33,334.09,2025-12-30 18:06:41.646358
Bike,48.03,Afternoon,Weekday,Medium,Moderate,Storm,IT Park,308.18,1.15,364.07,2026-02-03 14:02:41.646526
Taxi,15.5,Afternoon,Weekday,Low,Heavy,Clear,IT Park,236.0,1.1,252.93,2025-11-23 03:30:41.646724
Taxi,39.79,Afternoon,Weekday,Low,Moderate,Cloudy,Metro Station,527.48,1.0,511.79,2026-01-16 23:04:41.646901
Bike,35.79,Early Morning,Weekday,Low,Light,Clear,Metro Station,234.74,1.0,228.95,2025-11-08 08:13:41.647071
Bike,9.14,Morning,Weekend,High,Heavy,Cloudy,IT Park,74.84,1.35,102.54,2025-09-04 01:27:41.647239
Taxi,46.49,Morning,Weekday,Very High,Moderate,Clear,Residential,607.88,1.35,793.98,2026-01-01 16:27:41.647407
Bike,45.33,Evening,Weekend,High,Moderate,Clear,Residential,291.98,1.35,382.5,2025-11-17 08:42:41.647572
Taxi,28.15,Afternoon,Weekend,Medium,Moderate,Cloudy,Airport,387.8,1.15,433.97,2025-12-26 08:33:41.647769
Bike,29.67,Afternoon,Weekend,Medium,Moderate,Rainy,Airport,198.02,1.23,232.99,2025-10-17 18:41:41.647949
Taxi,42.84,Evening,Weekday,Medium,Moderate,Clear,Metro Station,564.08,1.1,637.89,2025-12-04 10:03:41.648115
Bike,4.52,Evening,Weekday,Very High,Light,Cloudy,Airport,47.12,1.55,76.61,2025-08-18 15:06:41.648284
Taxi,35.22,Evening,Weekday,Medium,Moderate,Cloudy,Residential,472.64,1.1,503.48,2025-11-28 03:32:41.648449
Taxi,10.78,Morning,Weekend,Medium,Moderate,Rainy,Metro Station,179.36,1.13,193.96,2025-10-06 04:03:41.648613
Taxi,13.91,Night,Weekday,High,Heavy,Cloudy,Residential,216.92,1.45,319.71,2026-01-12 15:37:41.648816
Taxi,37.59,Morning,Weekday,Low,Heavy,Clear,Residential,501.08,1.1,569.13,2025-08-11 10:52:41.649012
Taxi,34.66,Morning,Weekday,Low,Moderate,Clear,Residential,465.92,1.0,454.98,2025-12-22 06:08:41.649183
Taxi,42.57,Evening,Weekend,High,Heavy,Clear,IT Park,560.84,1.45,776.67,2026-01-22 15:42:41.649351
Bike,23.74,Night,Weekday,Medium,Moderate,Clear,Metro Station,162.44,1.15,190.84,2025-10-04 06:34:41.649520
Taxi,15.9,Morning,Weekday,Medium,Heavy,Storm,Commercial,240.8,1.25,290.81,2025-09-09 10:54:41.649695
Taxi,18.64,Night,Weekday,Medium,Light,Storm,Airport,273.68,1.4,383.68,2026-01-06 17:41:41.649864
Taxi,35.06,Evening,Weekday,High,Moderate,Clear,Metro Station,470.72,1.3,638.69,2025-08-17 22:22:41.650098
Taxi,30.47,Morning,Weekend,Low,Moderate,Clear,Commercial,415.64,1.05,418.08,2025-09-19 19:23:41.650270
Taxi,40.56,Afternoon,Weekday,Medium,Light,Storm,Commercial,536.72,1.15,596.5,2025-11-04 02:41:41.650439
Taxi,43.34,Evening,Weekday,Medium,Moderate,Cloudy,Metro Station,570.08,1.1,620.43,2025-10-05 06:34:41.650607
Taxi,35.32,Night,Weekend,High,Heavy,Clear,IT Park,473.84,1.5,708.23,2025-12-20 16:00:41.650784
Taxi,25.06,Evening,Weekend,Medium,Heavy,Cloudy,Metro Station,350.72,1.25,442.06,2026-01-16 00:02:41.650952
Taxi,38.41,Early Morning,Weekend,High,Moderate,Clear,IT Park,510.92,1.25,620.09,2025-10-27 14:45:41.651158
Taxi,30.73,Early Morning,Weekend,Very High,Moderate,Cloudy,Airport,418.76,1.5,652.39,2025-10-08 02:29:41.651336
Taxi,1.71,Evening,Weekday,High,Light,Cloudy,Airport,70.52,1.4,98.99,2025-09-18 13:28:41.651512
Taxi,45.61,Night,Weekend,High,Moderate,Clear,IT Park,597.32,1.4,806.85,2025-09-24 23:45:41.651686
Bike,9.43,Afternoon,Weekday,Medium,Heavy,Cloudy,IT Park,76.58,1.1,84.42,2025-10-12 23:47:41.651853
Taxi,24.27,Morning,Weekday,Medium,Heavy,Clear,Residential,341.24,1.1,362.99,2025-11-01 01:44:41.652019
Bike,22.53,Night,Weekend,Medium,Light,Storm,Airport,155.18,1.45,214.66,2025-09-18 07:33:41.652215
Taxi,32.25,Afternoon,Weekday,Low,Moderate,Clear,Airport,437.0,1.1,466.76,2025-11-26 14:00:41.652385
Bike,15.54,Evening,Weekend,High,Moderate,Clear,Residential,113.24,1.35,149.58,2026-02-03 00:52:41.652561
Bike,2.82,Evening,Weekday,High,Moderate,Clear,Metro Station,36.92,1.3,49.37,2025-12-25 10:34:41.652733
Taxi,7.82,Evening,Weekend,Medium,Heavy,Rainy,Residential,143.84,1.33,200.71,2025-11-20 03:53:41.652903
Bike,2.4,Night,Weekday,High,Moderate,Rainy,Commercial,34.4,1.43,48.49,2026-01-17 16:40:41.653070
Taxi,45.97,Evening,Weekday,Medium,Moderate,Clear,Commercial,601.64,1.1,650.13,2025-10-17 20:10:41.653256
Taxi,35.95,Night,Weekday,Medium,Light,Cloudy,Metro Station,481.4,1.15,528.67,2025-08-09 15:12:41.653437
Bike,2.09,Early Morning,Weekday,Medium,Moderate,Clear,Metro Station,32.54,1.0,32.4,2025-09-02 14:06:41.653613
Bike,44.35,Evening,Weekday,High,Heavy,Clear,Airport,286.1,1.5,415.32,2026-01-10 21:35:41.653781
Taxi,25.69,Afternoon,Weekday,Low,Heavy,Storm,Metro Station,358.28,1.25,453.78,2025-09-03 03:57:41.653948
Taxi,44.75,Evening,Weekday,Medium,Light,Cloudy,Airport,587.0,1.2,687.18,2025-10-14 02:19:41.654129
Taxi,5.31,Early Morning,Weekday,Very High,Moderate,Clear,Residential,113.72,1.35,151.51,2025-10-26 12:26:41.654299
Taxi,25.03,Morning,Weekday,Medium,Moderate,Clear,Commercial,350.36,1.0,335.03,2025-12-30 10:23:41.654504
Bike,17.36,Night,Weekday,High,Light,Storm,Residential,124.16,1.5,194.15,2025-12-04 01:45:41.654671
Taxi,45.89,Afternoon,Weekday,High,Light,Clear,Metro Station,600.68,1.2,707.09,2025-11-21 00:27:41.654843
Taxi,44.81,Afternoon,Weekday,Medium,Moderate,Cloudy,IT Park,587.72,1.0,565.12,2026-01-17 01:33:41.655010
Taxi,45.02,Evening,Weekend,High,Heavy,Clear,Airport,590.24,1.55,956.24,2026-01-19 05:26:41.655176
Taxi,45.89,Evening,Weekday,Medium,Heavy,Clear,Commercial,600.68,1.2,724.29,2025-09-22 04:34:41.655349
Taxi,5.51,Morning,Weekday,Low,Moderate,Cloudy,Airport,116.12,1.1,133.43,2026-01-21 15:31:41.655557
Bike,45.34,Night,Weekday,Low,Heavy,Cloudy,Residential,292.04,1.25,356.8,2025-12-08 13:05:41.655734
Bike,23.64,Night,Weekday,Medium,Light,Rainy,Commercial,161.84,1.23,191.29,2025-09-18 10:59:41.655904
Bike,25.51,Evening,Weekday,Low,Light,Clear,Residential,173.06,1.1,189.23,2025-10-10 01:37:41.656073
Taxi,32.82,Morning,Weekday,Medium,Light,Clear,Residential,443.84,1.0,427.6,2026-01-12 20:04:41.656240
Bike,18.49,Early Morning,Weekday,Medium,Moderate,Cloudy,Metro Station,130.94,1.0,133.18,2025-08-23 13:30:41.656413
Bike,29.89,Early Morning,Weekend,High,Light,Clear,Airport,199.34,1.35,279.49,2025-10-27 13:39:41.656615
Bike,19.86,Early Morning,Weekday,Medium,Heavy,Clear,Commercial,139.16,1.1,149.0,2025-10-09 15:52:41.656786
Taxi,37.99,Afternoon,Weekday,Medium,Moderate,Clear,Airport,505.88,1.1,532.93,2025-09-17 02:01:41.656950
Taxi,3.32,Afternoon,Weekday,High,Heavy,Clear,Airport,89.84,1.4,130.4,2025-12-03 16:26:41.657128
Taxi,38.74,Morning,Weekday,Medium,Heavy,Storm,Airport,514.88,1.35,686.1,2026-01-05 08:54:41.657300
Taxi,35.4,Early Morning,Weekday,Medium,Heavy,Clear,Commercial,474.8,1.1,510.24,2025-10-12 15:56:41.657468
Taxi,32.93,Afternoon,Weekday,Low,Moderate,Rainy,Residential,445.16,1.08,456.93,2025-11-17 13:24:41.657665
Taxi,34.66,Evening,Weekday,Very High,Moderate,Clear,Metro Station,465.92,1.45,689.03,2025-10-15 22:50:41.657835
Taxi,47.99,Evening,Weekend,Medium,Moderate,Clear,Metro Station,625.88,1.15,696.64,2025-11-27 19:21:41.658005
Bike,42.41,Evening,Weekday,Medium,Moderate,Cloudy,Airport,274.46,1.2,317.3,2025-09-11 02:50:41.658196
Taxi,47.28,Morning,Weekday,Low,Moderate,Cloudy,IT Park,617.36,1.0,610.87,2025-09-28 16:34:41.658363
Taxi,34.82,Morning,Weekday,Very High,Moderate,Clear,Metro Station,467.84,1.35,661.11,2025-10-29 21:48:41.658529
